,Date,City,County,State,latitude,longitude,o3_median,pressure_median,pm25_median,humidity_median,temperature_median,dew_median,no2_median,wind-speed_median,co_median,so2_median,pm10_median,wind-gust_median,day,month,year
9622,7/4/2019,richmond,richmo,VA,37.54903226,-77.46258065,15.1,1020.2,23,72.8,17.6,12.6,2.4,1.1,0.1,0.2,0,3.4,4,7,2019
9623,7/4/2019,sacramento,sacramento,CA,38.56990196,-121.4671569,0.1,1024.5,21,77,18.3,12.6,2.8,2,0,0,9,3.6,4,7,2019
9624,7/4/2019,saint paul,ramsey,MN,44.97105263,-93.10394737,17.6,1008.1,42,87,12,10.5,5.6,2.2,3.3,1.5,13,5.2,4,7,2019
9625,7/4/2019,salem,marion,OR,44.93461538,-122.9984615,0,1017.4,9,96.7,11.2,0,0,2,0,0,0,3,4,7,2019
9626,7/4/2019,salt lake city,salt lake,UT,40.72436364,-111.8878182,31.2,1020.7,10,0,0,0,5.6,1.4,2.8,0,0,4.7,4,7,2019
9627,7/4/2019,san antonio,bexar,TX,29.46241379,-98.51022989,31.2,1011.1,25,82,19.6,14.6,0,2.2,0,0,0,7.2,4,7,2019
9628,7/4/2019,san diego,san diego,CA,32.77814815,-117.1317284,25.6,1016.9,14,76,17.2,0,2.8,1.2,2.7,0,0,3.7,4,7,2019
9629,7/4/2019,san francisco,san francisco,CA,37.77015385,-122.4183077,24.1,1024.5,25,91,15,0,3.8,2.2,3.2,1.5,0,5.5,4,7,2019
9630,7/4/2019,san jose,santa clara,CA,37.30894737,-121.8722807,20.8,1024.9,21,74.8,16.5,11,4.7,1.7,3.5,0,9,5,4,7,2019
9631,7/4/2019,seattle,king,WA,47.59079365,-122.3257143,27.2,1015.5,17,83.9,9,6,7.5,1.7,2.8,1.5,0,3.2,4,7,2019
9632,7/4/2019,springfield,sangamon,IL,39.78315789,-89.64184211,32,1010.6,25,82.3,16.6,16,0,2.7,0,0,0,6.5,4,7,2019
9633,7/4/2019,staten island,richmond,NY,40.58857143,-74.15,36.8,1023.1,34,59.2,14.8,5,13.9,1.3,3.6,1.5,0,4.6,4,7,2019
9634,7/4/2019,tallahassee,leon,FL,30.456,-84.2625,7,1019.7,33,83.6,21.5,19,0,1.5,0,0,0,3.6,4,7,2019
9635,7/4/2019,tucson,pima,AZ,32.21703704,-110.9498148,28.9,1017,21,0,0,0,3.8,0,2.1,0.3,18,3.7,4,7,2019
9636,7/5/2019,albuquerque,bernalillo,NM,35.1072093,-106.6172093,35.2,1007.8,20,26,16.5,0,2.8,3.3,0.6,1.5,21,6.3,5,7,2019
9637,7/5/2019,atlanta,fulton,GA,33.7601087,-84.40282609,31.2,1018.6,44,70.5,21.1,0,6.5,0.7,2.8,1.6,19,2,5,7,2019
9638,7/5/2019,austin,travis,TX,30.28333333,-97.75064103,24.1,1011.5,31,91.2,21.1,0,0,0.5,0,0,0,3.2,5,7,2019
9639,7/5/2019,baltimore,baltimo,MD,39.30583333,-76.61041667,28.9,1020,28,80,19.5,0,11.2,1.3,0,0,15,3.8,5,7,2019
9640,7/5/2019,boise,ada,ID,43.60454545,-116.2024242,30.4,1009.4,21,40.9,16.8,0,0,3.6,2,0.4,23,8.2,5,7,2019
9641,7/5/2019,boston,suffolk,MA,42.35128205,-71.06205128,32.8,1019.8,30,72.6,15,0,4.7,4.1,2.5,1.5,0,9.4,5,7,2019
9642,7/5/2019,brooklyn,kings,NY,40.65326923,-73.95653846,500,1021.6,22,76,13.1,9.5,5.5,4.4,0.2,0,0,8.2,5,7,2019
9643,7/5/2019,charlotte,mecklenburg,NC,35.19635135,-80.82810811,27.2,1019.1,25,77.4,21.5,16,0,1.8,1.6,1.5,0,2,5,7,2019
9644,7/5/2019,chicago,cook,IL,41.85885057,-87.67643678,28.9,1022.6,19,78.2,6.8,4,7.5,5.2,3.5,0.2,8,10.2,5,7,2019
9645,7/5/2019,columbia,richland,SC,34.01181818,-81.01333333,0,1018.6,0,80.2,20.6,0,0,1.3,0,1.5,0,5.7,5,7,2019
9646,7/5/2019,columbus,franklin,OH,39.98804348,-82.97978261,32.8,1018,37,72.5,16.4,11,7.5,1.1,2.3,0,0,4.6,5,7,2019
9647,7/5/2019,dallas,dallas,TX,32.79677966,-96.78355932,22.4,1009.8,35,84.6,22.6,20,0,4.6,0,0,0,8.4,5,7,2019
9648,7/5/2019,denver,denver,CO,39.74446429,-104.9119643,3.7,1009.5,30,90.6,0,0,5.5,0,1.9,0.6,11,3.9,5,7,2019
9649,7/5/2019,detroit,wayne,MI,42.37173913,-83.10043478,17.6,1024.4,20,85.3,0,0,0,0,0,1.5,7,2.8,5,7,2019
9650,7/5/2019,el paso,el paso,TX,31.83372263,-106.4245985,34.4,1004.8,31,21.7,0,-1,1.9,0,0,0,30,12,5,7,2019
9651,7/5/2019,fort worth,tarrant,TX,32.75272727,-97.33181818,25.6,1014.5,38,81,23.4,19,0,1.8,0,0,0,6.7,5,7,2019
9652,7/5/2019,fresno,fresno,CA,36.75683333,-119.7833333,25.6,1015.2,20,60.2,19,10,4.7,2.9,1.8,1.5,21,6.6,5,7,2019
9653,7/5/2019,hartford,hartford,CT,41.76194444,-72.68055556,15.9,1016.6,23,75.3,14.8,10,3.2,1.8,3,0,14,3.1,5,7,2019
9654,7/5/2019,honolulu,honolulu,HI,21.30465116,-157.8434884,24.8,1009.8,13,71,20.5,17,0,2,3.4,0,10,0.6,5,7,2019
9655,7/5/2019,houston,harris,TX,29.76687831,-95.39687831,21.6,1013.5,30,92,23,22,0,2.5,0,0,0,8.6,5,7,2019
9656,7/5/2019,indianapolis,marion,IN,39.78666667,-86.14033333,23.3,1018,34,76.5,14.3,0,5.6,1.2,4.8,0,28,4.5,5,7,2019
9657,7/5/2019,jackson,hinds,MS,32.31821429,-90.19857143,32,1017.1,36,60,22.3,17,9.3,2.5,1.2,1.5,0,2.7,5,7,2019
9658,7/5/2019,jacksonville,duval,FL,30.31615385,-81.64423077,15.1,1017,27,76,24.5,0,2.3,1.5,3.7,0,14,4,5,7,2019
9659,7/5/2019,las vegas,clark,NV,36.13558442,-115.191039,16.7,1008.9,22,32,21.4,3,5,2.5,0.1,0.1,19,6.8,5,7,2019
9660,7/5/2019,little rock,pulaski,AR,34.73,-92.35416667,24.1,1016.6,44,66.7,23.6,17,0,1.7,0,0,0,3,5,7,2019
9661,7/5/2019,los angeles,los angeles,CA,34.03708333,-118.2884375,20.8,1017.2,20,75.4,14.4,9,12.1,1.1,1.9,0,10,3.1,5,7,2019
9662,7/5/2019,madison,dane,WI,43.07088235,-89.38882353,25.9,1022.1,16,59,10,1,0,1.3,0,0.3,9,8.8,5,7,2019
9663,7/5/2019,manhattan,riley,KS,39.2125,-96.6125,30.4,1020.9,26,68.5,16.1,9,12.1,1.7,2.9,0,0,6.9,5,7,2019
9664,7/5/2019,memphis,shelby,TN,35.11030769,-89.97984615,26.4,1016.7,38,61.6,23.2,17,0,2.5,0,0,0,2.5,5,7,2019
9665,7/5/2019,miami,miami-dade,FL,25.76768421,-80.26421053,9.8,1016.5,25,84,25,0,0,0.7,1.6,0.6,0,3.5,5,7,2019
9666,7/5/2019,milwaukee,milwaukee,WI,43.05333333,-87.96404762,28.1,1025.5,13,65.5,5.9,0,10.3,4.3,3.5,0.2,8,10.8,5,7,2019
9667,7/5/2019,nashville,davidson,TN,36.15636364,-86.78636364,26.4,1017.2,36,64,22.2,14,0,2,0,0,0,3.8,5,7,2019
9668,7/5/2019,oakland,alameda,CA,37.7862963,-122.2255556,25.6,1016.3,13,79,13.4,0,3.8,3.8,3.2,2.9,0,5.2,5,7,2019
9669,7/5/2019,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,29.6,1013,37,78,22.2,18,12.1,6.6,4.5,0,17,10.3,5,7,2019
9670,7/5/2019,omaha,douglas,NE,41.26652174,-96.02347826,23.3,1017.2,21,84.6,10.2,0,0,2.3,1.9,0,10,8.5,5,7,2019
9671,7/5/2019,philadelphia,philadelphia,PA,39.97674419,-75.15337209,27.2,1020,27,79.5,16.8,13,3.8,1.5,1.2,1.5,0,3.7,5,7,2019
9672,7/5/2019,phoenix,maricopa,AZ,33.50259259,-112.0709877,28.9,33.9,13,36.5,20.7,0,5.6,1.5,2.3,0.1,12,6.2,5,7,2019
9673,7/5/2019,portland,multnomah,OR,45.51754386,-122.6487719,13.6,1016.7,21,56.7,9.8,8,8.4,0,1.6,0.2,0,4.2,5,7,2019
9674,7/5/2019,providence,providence,RI,41.8225,-71.41583333,42.4,1019.8,21,69.2,14.3,0,19.5,1,3.5,0,0,3.7,5,7,2019
9675,7/5/2019,raleigh,wake,NC,35.82159091,-78.65045455,25.6,1020.3,38,72,19.7,15,5.6,0.7,2.7,0,14,3,5,7,2019
9676,7/5/2019,richmond,richmo,VA,37.54903226,-77.46258065,12.6,1018.5,23,76,20.6,17,2.3,1.5,0.1,0.2,0,3.2,5,7,2019
9677,7/5/2019,sacramento,sacramento,CA,38.56990196,-121.4671569,0.1,1016.8,13,73.5,15.5,10,1.9,3.4,0,0,10,6,5,7,2019
9678,7/5/2019,saint paul,ramsey,MN,44.97105263,-93.10394737,28.1,1022.6,13,42.5,12.7,-1,9.3,2.2,3,1.5,10,5,5,7,2019
9679,7/5/2019,salem,marion,OR,44.93461538,-122.9984615,22.4,1018.4,20,61.8,14.6,0,0,1.7,0,0,0,3.8,5,7,2019
9680,7/5/2019,salt lake city,salt lake,UT,40.72436364,-111.8878182,35.2,1010.1,20,0,0,0,5.6,1.8,1.7,0,0,4.4,5,7,2019
9681,7/5/2019,san antonio,bexar,TX,29.46241379,-98.51022989,20.8,1011.2,48,83,24.3,22,0,1.9,0,0,0,8.5,5,7,2019
9682,7/5/2019,san diego,san diego,CA,32.77814815,-117.1317284,28.9,1013.9,16,80.5,15,0,2.8,2,2,0,0,4.7,5,7,2019
9683,7/5/2019,san francisco,san francisco,CA,37.77015385,-122.4183077,27.2,1017.2,13,85.6,12.2,0,3.8,3,2.5,2.9,0,8.2,5,7,2019
9684,7/5/2019,san jose,santa clara,CA,37.30894737,-121.8722807,26.4,1018.4,13,68.5,14.2,9,3.8,2,2.4,0,10,5.8,5,7,2019
9685,7/5/2019,seattle,king,WA,47.59079365,-122.3257143,28.1,1018.8,21,60.3,16.3,0,10.2,2.1,2.3,1.5,0,5.3,5,7,2019
9686,7/5/2019,springfield,sangamon,IL,39.78315789,-89.64184211,39.2,1018.4,31,85.4,13.9,12,0,2.3,0,0,0,5.9,5,7,2019
9687,7/5/2019,staten island,richmond,NY,40.58857143,-74.15,27.2,1021,29,67,16.6,11,26.9,1.3,3.4,1.5,0,3,5,7,2019
9688,7/5/2019,tallahassee,leon,FL,30.456,-84.2625,17.1,1017.2,39,54,24.8,14,0,2,0,0,0,2.6,5,7,2019
9689,7/5/2019,tucson,pima,AZ,32.21703704,-110.9498148,29.6,1012.2,17,0,0,0,2.9,0,1.4,0,17,5.5,5,7,2019
9690,7/6/2019,albuquerque,bernalillo,NM,35.1072093,-106.6172093,41.6,1008.3,25,22.6,26.3,0,5.6,1,0.8,1.5,22,3.2,6,7,2019
9691,7/6/2019,atlanta,fulton,GA,33.7601087,-84.40282609,15.2,1006.1,28,95,20.8,0,2.8,1.7,1.7,2,14,3,6,7,2019
9692,7/6/2019,austin,travis,TX,30.28333333,-97.75064103,28.1,1007.2,20,67.4,26.5,0,0,0.6,0,0,0,4,6,7,2019
9693,7/6/2019,baltimore,baltimo,MD,39.30583333,-76.61041667,31.2,1013.2,34,63.3,23.6,0,6.5,1.2,0,0,13,3.2,6,7,2019
9694,7/6/2019,boise,ada,ID,43.60454545,-116.2024242,24.8,1014.1,17,68,9.1,0,0,2,1.6,0.4,6,7.2,6,7,2019
9695,7/6/2019,boston,suffolk,MA,42.35128205,-71.06205128,28.9,1013,25,63.2,20,0,5.6,2.5,2.2,0,0,8.3,6,7,2019
9696,7/6/2019,brooklyn,kings,NY,40.65326923,-73.95653846,500,1013.5,33,68.4,22,15,7.6,3,3.1,0,0,5.2,6,7,2019
9697,7/6/2019,charlotte,mecklenburg,NC,35.19635135,-80.82810811,16,1007,38,93.2,22.5,20.5,0,1.5,2.3,0,0,1.7,6,7,2019
9698,7/6/2019,chicago,cook,IL,41.85885057,-87.67643678,34.8,1014,43,73.4,16.3,14,5.6,2.3,2.8,1.5,14,5.5,6,7,2019
9699,7/6/2019,columbia,richland,SC,34.01181818,-81.01333333,0,1007.1,0,89.3,22.4,0,0,0.2,0,0,0,1.1,6,7,2019
9700,7/6/2019,columbus,franklin,OH,39.98804348,-82.97978261,36.1,1011.2,34,67.4,20.8,15,1.9,2.6,0,0,0,7.1,6,7,2019
9701,7/6/2019,dallas,dallas,TX,32.79677966,-96.78355932,28.1,1006.4,6,73.5,24.6,18,0,2,0,0,0,7.2,6,7,2019
9702,7/6/2019,denver,denver,CO,39.74446429,-104.9119643,17.5,1002.8,25,38,0,0,7.4,0,1.9,0.6,19,2.8,6,7,2019
9703,7/6/2019,detroit,wayne,MI,42.37173913,-83.10043478,25.6,1014.7,48,53.8,0,0,0,0,0,0,12,3.5,6,7,2019
9704,7/6/2019,el paso,el paso,TX,31.83372263,-106.4245985,32,1004.3,37,19,20.8,2,2.8,0,0,0,30,5,6,7,2019
9705,7/6/2019,fort worth,tarrant,TX,32.75272727,-97.33181818,24.8,1009.4,20,73.1,24.8,18,0,2,0,0,0,7.5,6,7,2019
9706,7/6/2019,fresno,fresno,CA,36.75683333,-119.7833333,28.1,1012.6,21,35,20,3,4.7,4.8,1.6,1.5,24,9.7,6,7,2019
9707,7/6/2019,hartford,hartford,CT,41.76194444,-72.68055556,17.1,1009.6,28,63,20.2,14,2.8,1.5,2.4,0,14,1.4,6,7,2019
9708,7/6/2019,honolulu,honolulu,HI,21.30465116,-157.8434884,16.8,1014.6,13,72.5,23.5,19,0,3,2.3,1.5,10,1.3,6,7,2019
9709,7/6/2019,houston,harris,TX,29.76687831,-95.39687831,31.2,1006.7,29,72.2,28.6,21,0,2,0,0,0,6.1,6,7,2019
9710,7/6/2019,indianapolis,marion,IN,39.78666667,-86.14033333,32.8,1010.7,43,63.7,21.6,13,8.4,2,5.3,0,19,7.9,6,7,2019
9711,7/6/2019,jackson,hinds,MS,32.31821429,-90.19857143,24.8,1006.7,24,89,24,22,1.9,1.5,1.2,1.5,0,3.5,6,7,2019
9712,7/6/2019,jacksonville,duval,FL,30.31615385,-81.64423077,7.4,1009.4,37,79.4,26.5,23,4.6,1,4.7,0.6,15,2,6,7,2019
9713,7/6/2019,las vegas,clark,NV,36.13558442,-115.191039,23.2,1004.4,23,16.6,29.6,0,2.8,6,0.1,0.2,21,15.4,6,7,2019
9714,7/6/2019,little rock,pulaski,AR,34.73,-92.35416667,24.1,1006.5,18,81.1,22.2,20,0,0.6,0,0,0,3.4,6,7,2019
9715,7/6/2019,los angeles,los angeles,CA,34.03708333,-118.2884375,23.3,1012.1,34,82,16.6,14,9.3,1.3,2.7,0,10,3.1,6,7,2019
9716,7/6/2019,madison,dane,WI,43.07088235,-89.38882353,38.4,1012.3,48,60.7,21.7,13,0,1,0,0.8,24,8.2,6,7,2019
9717,7/6/2019,manhattan,riley,KS,39.2125,-96.6125,44,1013,38,62,23.5,15,17.6,1.5,2.9,0,0,4.6,6,7,2019
9718,7/6/2019,memphis,shelby,TN,35.11030769,-89.97984615,24.1,1002.9,10,27,23.1,22,0,2.2,0,0,0,3.2,6,7,2019
9719,7/6/2019,miami,miami-dade,FL,25.76768421,-80.26421053,4.9,1012.3,16,85.4,25.9,0,0,2.2,1.9,0.6,0,6.8,6,7,2019
9720,7/6/2019,milwaukee,milwaukee,WI,43.05333333,-87.96404762,30.4,1015.8,35,64.3,16.8,9,7.5,1.7,2.8,0.6,14,3.2,6,7,2019
9721,7/6/2019,nashville,davidson,TN,36.15636364,-86.78636364,18.4,985,19,66.5,21.6,21.6,0,3.4,0,0,0,4.7,6,7,2019
9722,7/6/2019,oakland,alameda,CA,37.7862963,-122.2255556,20,1014.7,34,58.8,17.3,0,6.5,3.2,3.3,1.5,0,5.3,6,7,2019
9723,7/6/2019,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,28.9,1008.2,23,78.2,24.4,19,2.8,2.7,2.3,0,12,5.7,6,7,2019
9724,7/6/2019,omaha,douglas,NE,41.26652174,-96.02347826,37.6,1005.9,25,64.6,25.5,0,0,1.2,2.3,1.5,29,3.8,6,7,2019
9725,7/6/2019,philadelphia,philadelphia,PA,39.97674419,-75.15337209,33.6,1013,40,67,22.7,16,4.7,1.5,3.4,0,0,2.2,6,7,2019
9726,7/6/2019,phoenix,maricopa,AZ,33.50259259,-112.0709877,30.4,33.9,27,18,31.6,0,4.7,1.8,2.3,0.1,20,6.2,6,7,2019
9727,7/6/2019,portland,multnomah,OR,45.51754386,-122.6487719,12.1,1020.2,10,74.7,9.4,0,6.5,0,500,0.1,0,3.2,6,7,2019
9728,7/6/2019,providence,providence,RI,41.8225,-71.41583333,29.6,1012.4,25,83.6,18.5,0,10.2,0.3,3.6,0,0,2.2,6,7,2019
9729,7/6/2019,raleigh,wake,NC,35.82159091,-78.65045455,18.4,1010.3,50,89.5,23.8,23,5.6,0.8,2.9,0,14,2.3,6,7,2019
9730,7/6/2019,richmond,richmo,VA,37.54903226,-77.46258065,12.2,1009.4,43,91.2,22.4,20,3.4,1,0.1,0.3,0,2.7,6,7,2019
9731,7/6/2019,sacramento,sacramento,CA,38.56990196,-121.4671569,0.1,1014.9,13,37.6,20,3.3,1.9,3.4,0,0,12,7.2,6,7,2019
9732,7/6/2019,saint paul,ramsey,MN,44.97105263,-93.10394737,42.4,1011.9,34,52.5,26.3,15,7.5,3.5,3,1.5,27,5.5,6,7,2019
9733,7/6/2019,salem,marion,OR,44.93461538,-122.9984615,18.4,1024.6,10,73.2,13.1,0,0,1.2,0,0,0,3,6,7,2019
9734,7/6/2019,salt lake city,salt lake,UT,40.72436364,-111.8878182,35.2,1002.1,29,0,0,0,3.8,3.3,0.5,0,0,10.8,6,7,2019
9735,7/6/2019,san antonio,bexar,TX,29.46241379,-98.51022989,28.9,1007,30,63.2,29.1,19,0,1.7,0,0,0,4.5,6,7,2019
9736,7/6/2019,san diego,san diego,CA,32.77814815,-117.1317284,27.2,1008.2,38,81.7,17.7,0,4.7,1.7,2.5,0,0,4.5,6,7,2019
9737,7/6/2019,san francisco,san francisco,CA,37.77015385,-122.4183077,23.3,1016,30,58.5,15.9,0,3.8,2.4,2.4,1.5,0,6.5,6,7,2019
9738,7/6/2019,san jose,santa clara,CA,37.30894737,-121.8722807,22.4,1016.4,34,58.2,16.1,0,5.6,3.1,2.8,0,22,6.3,6,7,2019
9739,7/6/2019,seattle,king,WA,47.59079365,-122.3257143,20.8,1018.3,12,79.3,11.3,7,6.5,3,1.5,1.5,0,7,6,7,2019
9740,7/6/2019,springfield,sangamon,IL,39.78315789,-89.64184211,32,1009.8,32,69.1,23.9,19,0,4.3,0,0,0,7.6,6,7,2019
9741,7/6/2019,staten island,richmond,NY,40.58857143,-74.15,32,1012.7,41,63.7,21.5,14.5,11.2,0.8,4,1.5,0,2.5,6,7,2019
9742,7/6/2019,tallahassee,leon,FL,30.456,-84.2625,7,1009.6,27,88,24.9,23,0,2,0,0,0,4,6,7,2019
9743,7/6/2019,tucson,pima,AZ,32.21703704,-110.9498148,28.9,1007.4,25,0,0,0,2.5,0,1.6,0.2,30,6.7,6,7,2019
9744,7/7/2019,albuquerque,bernalillo,NM,35.1072093,-106.6172093,30.4,1015.7,27,74.2,19.1,14,3.8,1.2,0.4,1.5,13,3,7,7,2019
9745,7/7/2019,atlanta,fulton,GA,33.7601087,-84.40282609,24.1,1009,47,93.3,25.2,0,4.7,0.5,2.8,2.9,20,1.2,7,7,2019
9746,7/7/2019,austin,travis,TX,30.28333333,-97.75064103,17.6,1014.9,38,71,29.1,0,0,0.2,0,0,0,2.5,7,7,2019
9747,7/7/2019,baltimore,baltimo,MD,39.30583333,-76.61041667,27.2,1012.3,34,85,24.8,0,3.8,0.8,0,0,0,2.5,7,7,2019
9748,7/7/2019,boise,ada,ID,43.60454545,-116.2024242,27.2,1007,34,40.5,22.2,0,0,1.5,2.3,0.5,0,4.3,7,7,2019
9749,7/7/2019,boston,suffolk,MA,42.35128205,-71.06205128,17.6,1013.1,25,64.7,21.9,0,2.8,3,1.7,1.5,0,8.1,7,7,2019
9750,7/7/2019,brooklyn,kings,NY,40.65326923,-73.95653846,500,1013.2,37,70.3,25.5,19,4.5,5,0.1,0,0,9.3,7,7,2019
9751,7/7/2019,charlotte,mecklenburg,NC,35.19635135,-80.82810811,24.1,1010.4,50,78,28.3,22,0,1.5,1.8,0,0,2.3,7,7,2019
9752,7/7/2019,chicago,cook,IL,41.85885057,-87.67643678,19.2,1016,55,70,19.9,17,1.9,4.8,3.2,0.6,11,9.5,7,7,2019
9753,7/7/2019,columbia,richland,SC,34.01181818,-81.01333333,0,1012,55,92,26.3,0,0,0.6,0,0,0,2,7,7,2019
9754,7/7/2019,columbus,franklin,OH,39.98804348,-82.97978261,28.9,1011.3,39,81.8,24.1,22,2.8,1.7,0,0,0,4.5,7,7,2019
9755,7/7/2019,dallas,dallas,TX,32.79677966,-96.78355932,20,1013.6,44,72.2,29.7,23.6,0,3.4,0,0,0,8.6,7,7,2019
9756,7/7/2019,denver,denver,CO,39.74446429,-104.9119643,15.1,1009.2,21,50.9,21.6,0,2.3,3,1,0.6,13,3.5,7,7,2019
9757,7/7/2019,detroit,wayne,MI,42.37173913,-83.10043478,0,1014.2,0,64.5,0,0,0,0,0,0,0,1.2,7,7,2019
9758,7/7/2019,el paso,el paso,TX,31.83372263,-106.4245985,36.1,1010.5,24,46.5,25.5,13,2.8,2.7,0,0,16,7.5,7,7,2019
9759,7/7/2019,fort worth,tarrant,TX,32.75272727,-97.33181818,19.2,1015,52,63.5,30.9,22,0,1.5,0,0,0,4.5,7,7,2019
9760,7/7/2019,fresno,fresno,CA,36.75683333,-119.7833333,30.4,1010.9,39,39.7,26,9.2,3.8,2.3,1.7,1.5,22,6.5,7,7,2019
9761,7/7/2019,hartford,hartford,CT,41.76194444,-72.68055556,8.6,1009,51,73,22.2,18,1.4,1.7,1.8,0,20,3.6,7,7,2019
9762,7/7/2019,honolulu,honolulu,HI,21.30465116,-157.8434884,11.2,1014.8,13,72.2,24.4,20,0,1.3,5.6,1.5,10,5.8,7,7,2019
9763,7/7/2019,houston,harris,TX,29.76687831,-95.39687831,16,1015.9,51,78,29.1,24,0,1.5,0,0,0,5,7,7,2019
9764,7/7/2019,indianapolis,marion,IN,39.78666667,-86.14033333,22.4,1013.2,60,77.3,25,0,3.8,1.4,5.3,0,19,4.2,7,7,2019
9765,7/7/2019,jackson,hinds,MS,32.31821429,-90.19857143,19.2,1017.2,63,60.7,32.5,23,2.7,2,0.8,1.5,0,4.5,7,7,2019
9766,7/7/2019,jacksonville,duval,FL,30.31615385,-81.64423077,11,1013.3,31,84.2,26.2,0,2.8,0.7,4.7,0.6,15,2.2,7,7,2019
9767,7/7/2019,las vegas,clark,NV,36.13558442,-115.191039,19.9,1008.5,26,15.6,31.8,1,4.3,2.2,0.1,0.2,20,8.2,7,7,2019
9768,7/7/2019,little rock,pulaski,AR,34.73,-92.35416667,18.4,1014.9,35,72.7,25.8,22,0,2,0,0,0,2.5,7,7,2019
9769,7/7/2019,los angeles,los angeles,CA,34.03708333,-118.2884375,27.2,1014.4,48,81.2,18.3,14,4.7,3.3,2.3,0,19,4.7,7,7,2019
9770,7/7/2019,madison,dane,WI,43.07088235,-89.38882353,21.1,1017,78,66.6,20.3,14,0,2.4,0,0.2,33,6,7,7,2019
9771,7/7/2019,manhattan,riley,KS,39.2125,-96.6125,28.9,1012.5,35,73.6,24.4,18,4.7,2.5,1.8,0,0,5.8,7,7,2019
9772,7/7/2019,memphis,shelby,TN,35.11030769,-89.97984615,20,1012.8,32,67,26.1,24,0,1.5,0,0,0,1.7,7,7,2019
9773,7/7/2019,miami,miami-dade,FL,25.76768421,-80.26421053,8.2,1016.3,38,81.5,26.8,0,0,2,1.4,0.6,0,4.5,7,7,2019
9774,7/7/2019,milwaukee,milwaukee,WI,43.05333333,-87.96404762,18.8,1017.7,38,70.6,19.6,12,2.7,2,3.2,0.6,11,4.3,7,7,2019
9775,7/7/2019,nashville,davidson,TN,36.15636364,-86.78636364,23.3,992.6,35,77.4,24.4,22.5,0,2.9,0,0,0,6,7,7,2019
9776,7/7/2019,oakland,alameda,CA,37.7862963,-122.2255556,20,1013.4,38,79.6,15.3,0,2.8,3.2,2.8,1.5,0,9.5,7,7,2019
9777,7/7/2019,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,27.2,1014.8,38,69,28.6,21,4.7,2.3,4.5,0,20,3.6,7,7,2019
9778,7/7/2019,omaha,douglas,NE,41.26652174,-96.02347826,24.8,1013,30,72.6,24.1,0,0,1,2.2,1.5,17,3.5,7,7,2019
9779,7/7/2019,philadelphia,philadelphia,PA,39.97674419,-75.15337209,24.8,1012,38,85.2,24.5,22,1.9,2,1.2,0,0,1,7,7,2019
9780,7/7/2019,phoenix,maricopa,AZ,33.50259259,-112.0709877,22.7,33.9,20,11.6,34.2,0,5.6,1.8,2.3,0.1,17,6.9,7,7,2019
9781,7/7/2019,portland,multnomah,OR,45.51754386,-122.6487719,0.1,1017.3,18,73.6,17.3,12,4.7,1,40,0,0,2.6,7,7,2019
9782,7/7/2019,providence,providence,RI,41.8225,-71.41583333,21.6,1013.1,29,72.5,22.7,0,3.8,0.8,2,0,0,4.4,7,7,2019
9783,7/7/2019,raleigh,wake,NC,35.82159091,-78.65045455,21.6,1010.9,46,89,26,25,3.8,1.5,2.7,0,12,3.6,7,7,2019
9784,7/7/2019,richmond,richmo,VA,37.54903226,-77.46258065,11.8,1010,20,79,25.8,23,2.2,1,0.1,0.2,0,1.6,7,7,2019
9785,7/7/2019,sacramento,sacramento,CA,38.56990196,-121.4671569,0.1,1011.5,34,55.6,19.8,10,1.9,3.9,0,0,20,8,7,7,2019
9786,7/7/2019,saint paul,ramsey,MN,44.97105263,-93.10394737,24.1,1018.4,57,69.7,23.8,18,4.7,1.5,3.4,1.5,23,3,7,7,2019
9787,7/7/2019,salem,marion,OR,44.93461538,-122.9984615,0.1,1018.2,16,67.2,18.6,0,0,1.7,0,0,0,5,7,7,2019
9788,7/7/2019,salt lake city,salt lake,UT,40.72436364,-111.8878182,35.2,996.4,17,11,28.3,0,3.8,3.4,0.7,0,0,6,7,7,2019
9789,7/7/2019,san antonio,bexar,TX,29.46241379,-98.51022989,18.4,1014.9,34,70,29.4,23,0,1.6,0,0,0,5.2,7,7,2019
9790,7/7/2019,san diego,san diego,CA,32.77814815,-117.1317284,32,1011.5,48,82,17.7,0,1.9,1.7,1.8,0,0,5.5,7,7,2019
9791,7/7/2019,san francisco,san francisco,CA,37.77015385,-122.4183077,20.8,1013.3,38,85.5,13.7,0,1.9,6.5,2.7,1.5,0,16,7,7,2019
9792,7/7/2019,san jose,santa clara,CA,37.30894737,-121.8722807,20,1015.2,38,67,16.6,11,2.8,2.5,2.1,0,18,6.1,7,7,2019
9793,7/7/2019,seattle,king,WA,47.59079365,-122.3257143,16,1016.7,23,75.6,16.2,13,5.6,1.8,1.9,1.5,0,4.5,7,7,2019
9794,7/7/2019,springfield,sangamon,IL,39.78315789,-89.64184211,20,1015.3,64,74.7,24.7,0,0,1.9,0,0,0,6.7,7,7,2019
9795,7/7/2019,staten island,richmond,NY,40.58857143,-74.15,27.2,1012.4,37,65.3,25,18.3,6.5,1.5,2.6,0,0,4.5,7,7,2019
9796,7/7/2019,tallahassee,leon,FL,30.456,-84.2625,10.2,1013.8,44,90.6,25.3,23,0,1.5,0,0,0,4,7,7,2019
