,Date,City,County,State,latitude,longitude,o3_median,pressure_median,pm25_median,humidity_median,temperature_median,dew_median,no2_median,wind-speed_median,co_median,so2_median,pm10_median,wind-gust_median,day,month,year
20937,2/27/2020,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,23.3,1024.5,20,54.5,6.6,-7,5.6,4,6.7,0,13,7.8,27,2,2020
20938,2/27/2020,omaha,douglas,NE,41.26652174,-96.02347826,18.4,1018.4,25,60.1,-1.1,0,0,0.8,3,0,17,1.7,27,2,2020
20939,2/27/2020,philadelphia,philadelphia,PA,39.97674419,-75.15337209,27.2,1004.4,20,59.8,4,-7,2.8,6,1.2,0,0,14.4,27,2,2020
20940,2/27/2020,phoenix,maricopa,AZ,33.50259259,-112.0709877,11.2,1023,24,29.1,15.9,0,17.6,0.9,5.6,0.1,16,2.5,27,2,2020
20941,2/27/2020,portland,multnomah,OR,45.51754386,-122.6487719,0.8,1027.2,39,76,7.6,4,13.4,2.4,5.6,1.5,0,2,27,2,2020
20942,2/27/2020,providence,providence,RI,41.8225,-71.41583333,32.8,997.5,13,68,5.6,0,8.4,1.6,3.6,1.5,0,8.5,27,2,2020
20943,2/27/2020,raleigh,wake,NC,35.82159091,-78.65045455,28.1,1014.5,13,54,6.7,-3.6,5.6,3,2.3,0,8,10,27,2,2020
20944,2/27/2020,richmond,richmo,VA,37.54903226,-77.46258065,14.3,1011.4,0,43.6,6.1,0,1.3,3.3,0.1,0.2,0,15.2,27,2,2020
20945,2/27/2020,sacramento,sacramento,CA,38.56990196,-121.4671569,20,1023.6,38,63.6,13,0,4.7,1.9,0,0,0,4.5,27,2,2020
20946,2/27/2020,saint paul,ramsey,MN,44.97105263,-93.10394737,18.4,1020.6,30,68,-6.6,-11,6.5,2.6,2.3,0,10,6,27,2,2020
20947,2/27/2020,salem,marion,OR,44.93461538,-122.9984615,0,1029.3,48,82.4,7.5,0,0,1,0,0,0,2,27,2,2020
20948,2/27/2020,salt lake city,salt lake,UT,40.72436364,-111.8878182,16.8,1028.8,23,38,5.2,0,18.6,1,1.8,0,0,4.6,27,2,2020
20949,2/27/2020,san antonio,bexar,TX,29.46241379,-98.51022989,11.2,1029.6,28,48.4,7.1,0,0,2,0,0,0,8.5,27,2,2020
20950,2/27/2020,san diego,san diego,CA,32.77814815,-117.1317284,12.8,0,19,0,0,0,0,0,0,0,0,0,27,2,2020
20951,2/27/2020,san francisco,san francisco,CA,37.77015385,-122.4183077,16.8,1023,42,55.3,15.2,0,15.8,2.4,5.6,1.5,0,4.3,27,2,2020
20952,2/27/2020,san jose,santa clara,CA,37.30894737,-121.8722807,17.6,1022,50,57.1,15.3,0,20.4,2,6.7,1.5,24,2.6,27,2,2020
20953,2/27/2020,seattle,king,WA,47.59079365,-122.3257143,12.8,1030.2,26,82.1,7.5,0,14.9,1.1,3.2,0,0,2.3,27,2,2020
20954,2/27/2020,springfield,sangamon,IL,39.78315789,-89.64184211,26.4,1016.3,18,64.7,-0.2,-5,0,2.1,0,0,0,4.7,27,2,2020
20955,2/27/2020,staten island,richmond,NY,40.58857143,-74.15,26.4,1000.1,17,57.8,4.4,-7,6.5,8.8,2.3,0,0,21.4,27,2,2020
20956,2/27/2020,tallahassee,leon,FL,30.456,-84.2625,12.6,1021.7,23,71.8,6.5,0,0,1.5,1.1,0.1,0,5,27,2,2020
20957,2/27/2020,tucson,pima,AZ,32.21703704,-110.9498148,16.3,1022.3,21,29.9,12.5,0,14.1,1.1,2.9,0.2,23,3,27,2,2020
20958,2/28/2020,albuquerque,bernalillo,NM,35.1072093,-106.6172093,23.3,1027.3,18,32.9,7.2,0,17.6,0.8,2,0,14,1.7,28,2,2020
20959,2/28/2020,atlanta,fulton,GA,33.7601087,-84.40282609,26.4,1021.2,29,71.7,3.4,0,14.9,2,3.2,0.3,13,6,28,2,2020
20960,2/28/2020,austin,travis,TX,30.28333333,-97.75064103,27.2,1026.7,25,43.6,12.5,0,0,1.8,0,0,0,6,28,2,2020
20961,2/28/2020,baltimore,baltimo,MD,39.30583333,-76.61041667,28.9,1012.6,26,52,0.8,0,6.5,2.1,0,1.5,7,5.3,28,2,2020
20962,2/28/2020,boise,ada,ID,43.60454545,-116.2024242,17.9,1019.6,25,51.4,6.6,0,9.3,2,6.7,0,27,4.4,28,2,2020
20963,2/28/2020,boston,suffolk,MA,42.35128205,-71.06205128,30.4,1006.1,17,44,-0.8,0,3.8,6.2,2.3,0,0,13.9,28,2,2020
20964,2/28/2020,brooklyn,kings,NY,40.65326923,-73.95653846,30.4,1010.9,24,39.6,1.1,0,0,6.7,0,0,0,14.9,28,2,2020
20965,2/28/2020,charlotte,mecklenburg,NC,35.19635135,-80.82810811,24.8,1017,21,62.5,6,0,0,0.8,0,0,0,3.3,28,2,2020
20966,2/28/2020,chicago,cook,IL,41.85885057,-87.67643678,25.6,1015.8,18,58.6,-5.4,-13.3,11.2,4,2.9,0.2,10,7.6,28,2,2020
20967,2/28/2020,columbia,richland,SC,34.01181818,-81.01333333,0,1019.4,0,55.5,7,0,0,1,0,0,0,4.6,28,2,2020
20968,2/28/2020,columbus,franklin,OH,39.98804348,-82.97978261,0,1014.4,40,72.1,-3.8,0,5.6,2.6,0,0,0,5.8,28,2,2020
20969,2/28/2020,dallas,dallas,TX,32.79677966,-96.78355932,20.8,1025.9,27,50.8,10,0,0,2.3,0,0,0,5.8,28,2,2020
20970,2/28/2020,denver,denver,CO,39.74446429,-104.9119643,12.2,1022.3,17,32.8,6.1,0,10.6,4,2.8,0.6,17,2.9,28,2,2020
20971,2/28/2020,detroit,wayne,MI,42.37173913,-83.10043478,29.6,1013.7,24,67.1,-4.6,0,0,12,0,0,16,11.1,28,2,2020
20972,2/28/2020,el paso,el paso,TX,31.83372263,-106.4245985,15.2,1026.3,25,32.1,11.4,0,14.9,1.4,0,0,22,2.7,28,2,2020
20973,2/28/2020,fort worth,tarrant,TX,32.75272727,-97.33181818,19.2,1026.1,17,60.2,7.4,0,0,0.6,0,0,0,2,28,2,2020
20974,2/28/2020,fresno,fresno,CA,36.75683333,-119.7833333,12.1,1018.7,58,46.9,16.6,0,15.8,0.6,4,1.5,33,2,28,2,2020
20975,2/28/2020,hartford,hartford,CT,41.76194444,-72.68055556,15.5,1007.6,16,40.5,-1.6,0,3.2,0.7,1.9,0,8,1.4,28,2,2020
20976,2/28/2020,honolulu,honolulu,HI,21.30465116,-157.8434884,28.1,1016.7,21,69.8,20,15,0,1.5,0,0,15,12.7,28,2,2020
20977,2/28/2020,houston,harris,TX,29.76687831,-95.39687831,22.4,1027.4,23,63.5,11.6,0,0,1.4,0,0,0,5.3,28,2,2020
20978,2/28/2020,indianapolis,marion,IN,39.78666667,-86.14033333,27.2,1015.6,38,74.6,-4.1,0,4.7,3.4,2.4,0,13,8.2,28,2,2020
20979,2/28/2020,jackson,hinds,MS,32.31821429,-90.19857143,24.1,1005.6,35,72,7.3,0,0,4.2,1.9,0,0,9.5,28,2,2020
20980,2/28/2020,jacksonville,duval,FL,30.31615385,-81.64423077,12.6,1022.5,32,51,10.5,0,6.9,1,4.4,0.6,12,3.2,28,2,2020
20981,2/28/2020,las vegas,clark,NV,36.13558442,-115.191039,7.8,1024.8,27,28,12.8,0,14.3,2,0.1,0.8,20,4.5,28,2,2020
20982,2/28/2020,little rock,pulaski,AR,34.73,-92.35416667,24.8,1024.8,30,44.6,9.2,0,0,2.1,0,0,0,7,28,2,2020
20983,2/28/2020,los angeles,los angeles,CA,34.03708333,-118.2884375,9.6,1018.6,34,31.4,17.4,-1,27.8,1.5,4.7,1.5,24,1,28,2,2020
20984,2/28/2020,madison,dane,WI,43.07088235,-89.38882353,31.2,1016.9,19,55.6,-7.6,-15,0,2.6,0,0.2,10,5.2,28,2,2020
20985,2/28/2020,manhattan,riley,KS,39.2125,-96.6125,24.8,1007.9,22,35.7,0.2,0,6.5,3.4,2.3,0,0,9.8,28,2,2020
20986,2/28/2020,memphis,shelby,TN,35.11030769,-89.97984615,25.6,1020.4,19,64,8.2,0,0,1.5,0,0,0,5.7,28,2,2020
20987,2/28/2020,miami,miami-dade,FL,25.76768421,-80.26421053,15.1,1023.4,27,68,13.4,0,0,3.1,1.3,0.7,20,7.6,28,2,2020
20988,2/28/2020,milwaukee,milwaukee,WI,43.05333333,-87.96404762,28.3,1016.4,21,59.4,-6.1,0,11.2,2.1,2.9,0.2,11,5.4,28,2,2020
20989,2/28/2020,nashville,davidson,TN,36.15636364,-86.78636364,26.4,997.1,21,63,5.1,0,0,3.9,0,0,0,10.3,28,2,2020
20990,2/28/2020,oakland,alameda,CA,37.7862963,-122.2255556,18.4,1018.9,53,72.4,14.2,0,14.9,2.4,5.6,2.9,0,5.4,28,2,2020
20991,2/28/2020,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,23.3,1025.4,18,52,8.8,-2,6.5,3,6.7,0,11,4.5,28,2,2020
20992,2/28/2020,omaha,douglas,NE,41.26652174,-96.02347826,16.8,1020,25,70.7,1.1,0,0,1.6,2.9,0,14,1.5,28,2,2020
20993,2/28/2020,philadelphia,philadelphia,PA,39.97674419,-75.15337209,24.8,1011.6,43,52.2,1.8,-8.3,5.6,3.3,2.3,2.9,0,9,28,2,2020
20994,2/28/2020,phoenix,maricopa,AZ,33.50259259,-112.0709877,15.5,1020.3,23,29,17.1,0,16,1.3,6.4,0.1,16,3,28,2,2020
20995,2/28/2020,portland,multnomah,OR,45.51754386,-122.6487719,0.1,1018,36,82.2,6.9,3,12.1,3.4,3,1.5,0,6.1,28,2,2020
20996,2/28/2020,providence,providence,RI,41.8225,-71.41583333,32.8,1007.3,17,43.3,-0.2,0,11.2,1.6,3.6,0,0,7,28,2,2020
20997,2/28/2020,raleigh,wake,NC,35.82159091,-78.65045455,28.1,1017.4,21,58.5,6.3,-2,8.4,1.5,2.5,0,10,6.6,28,2,2020
20998,2/28/2020,richmond,richmo,VA,37.54903226,-77.46258065,13.9,1016,0,49.3,5.3,0,1.9,2.5,0.1,0.2,0,10.5,28,2,2020
20999,2/28/2020,sacramento,sacramento,CA,38.56990196,-121.4671569,28.9,1020.1,53,63.2,15.6,0,2.8,1.8,0,0,0,4.9,28,2,2020
21000,2/28/2020,saint paul,ramsey,MN,44.97105263,-93.10394737,16.8,1022.1,25,63.7,-7.1,-12.7,9.3,2.5,2.5,0,11,4.8,28,2,2020
21001,2/28/2020,salem,marion,OR,44.93461538,-122.9984615,0,1019.6,29,91,6.1,0,0,1.9,0,0,0,4.9,28,2,2020
21002,2/28/2020,salt lake city,salt lake,UT,40.72436364,-111.8878182,17.6,1026.4,20,32,3.2,0,19.5,1.2,0.2,0,0,4.7,28,2,2020
21003,2/28/2020,san antonio,bexar,TX,29.46241379,-98.51022989,24.1,1028.4,30,55.8,7.2,0,0,1.5,0,0,0,7.8,28,2,2020
21004,2/28/2020,san diego,san diego,CA,32.77814815,-117.1317284,22.4,0,23,0,0,0,0,0,0,0,0,0,28,2,2020
21005,2/28/2020,san francisco,san francisco,CA,37.77015385,-122.4183077,20.8,1019.6,50,65.4,13.7,0,12.1,1.9,4.9,2.9,0,4.5,28,2,2020
21006,2/28/2020,san jose,santa clara,CA,37.30894737,-121.8722807,24.1,1018.8,50,61.2,15.4,0,17.6,1.5,6.5,2.9,21,3.4,28,2,2020
21007,2/28/2020,seattle,king,WA,47.59079365,-122.3257143,15.2,1016.6,33,88,5.8,0,13,2.8,3.4,0,0,5.9,28,2,2020
21008,2/28/2020,springfield,sangamon,IL,39.78315789,-89.64184211,23.3,1015.4,28,65.7,-1.6,-2,0,2.1,0,0,0,4.1,28,2,2020
21009,2/28/2020,staten island,richmond,NY,40.58857143,-74.15,25.6,1009.6,25,46,1.3,-11,11.2,4.8,2.5,0,0,14.3,28,2,2020
21010,2/28/2020,tallahassee,leon,FL,30.456,-84.2625,16.3,1022.8,43,46.7,10.3,0,0,1.7,1.2,0.2,0,5.5,28,2,2020
21011,2/28/2020,tucson,pima,AZ,32.21703704,-110.9498148,14.5,1020.2,17,29.8,14.8,0,12.6,1.2,2.6,0.2,23,3.5,28,2,2020
21012,2/29/2020,albuquerque,bernalillo,NM,35.1072093,-106.6172093,30.4,1017.4,15,27.7,9.7,0,17.6,2,2.6,1.5,16,3.6,29,2,2020
21013,2/29/2020,atlanta,fulton,GA,33.7601087,-84.40282609,16.8,1022.2,21,60.5,4.3,0,11.3,5.5,2.3,0.3,9,12.1,29,2,2020
21014,2/29/2020,austin,travis,TX,30.28333333,-97.75064103,0,1023.8,0,60.2,16.1,0,0,5.8,0,0,0,13.2,29,2,2020
21015,2/29/2020,baltimore,baltimo,MD,39.30583333,-76.61041667,28.9,1015.1,21,53.1,-1.6,0,4.7,3,0,0,6,4.5,29,2,2020
21016,2/29/2020,boise,ada,ID,43.60454545,-116.2024242,26.6,1012.8,21,50.3,5.3,0,4.7,2,5.6,0,15,3.7,29,2,2020
21017,2/29/2020,boston,suffolk,MA,42.35128205,-71.06205128,25.6,1008.2,21,50.5,-2.4,0,6.5,4.6,2.5,0,0,11.4,29,2,2020
21018,2/29/2020,brooklyn,kings,NY,40.65326923,-73.95653846,29.6,1013,25,41.4,-1,0,0,6.3,0,0,0,14.5,29,2,2020
21019,2/29/2020,charlotte,mecklenburg,NC,35.19635135,-80.82810811,25.6,1017.6,21,62.2,4.5,0,0,0.5,0.5,0,0,3.2,29,2,2020
21020,2/29/2020,chicago,cook,IL,41.85885057,-87.67643678,24.1,1019,19,52.3,-2.6,-16,9.3,3.5,3.3,0.2,9,6.6,29,2,2020
21021,2/29/2020,columbia,richland,SC,34.01181818,-81.01333333,0,1019.4,0,59,5.4,0,0,1.5,0,0,0,3.3,29,2,2020
21022,2/29/2020,columbus,franklin,OH,39.98804348,-82.97978261,0,1019.4,35,68,-4.1,0,4.7,2.5,2.3,0,0,4.5,29,2,2020
21023,2/29/2020,dallas,dallas,TX,32.79677966,-96.78355932,0,1022,0,49.9,17.2,0,0,7.8,0,0,0,13.3,29,2,2020
21024,2/29/2020,denver,denver,CO,39.74446429,-104.9119643,9,1010.5,21,32,6.1,0,14.2,3,3.7,0.6,16,2.1,29,2,2020
21025,2/29/2020,detroit,wayne,MI,42.37173913,-83.10043478,31.2,1019.3,24,62,-2.9,0,0,9,0,0,11,5.9,29,2,2020
21026,2/29/2020,el paso,el paso,TX,31.83372263,-106.4245985,25.6,1018.3,21,23.7,13.8,0,11.2,2.2,0,0,22,4.4,29,2,2020
21027,2/29/2020,fresno,fresno,CA,36.75683333,-119.7833333,29.6,1014.3,41,53.1,14.8,0,4.7,3.1,2.4,0,29,5.9,29,2,2020
21028,2/29/2020,hartford,hartford,CT,41.76194444,-72.68055556,14.7,1009.1,18,50.4,-3.3,0,2.3,0.5,1.9,0,8,1.4,29,2,2020
21029,2/29/2020,honolulu,honolulu,HI,21.30465116,-157.8434884,28.1,1017.9,21,72.3,19.7,16.1,0,1.3,0,0,17,12.3,29,2,2020
21030,2/29/2020,houston,harris,TX,29.76687831,-95.39687831,0,1022,0,71.4,16.9,0,0,2.3,0,0,0,7.3,29,2,2020
21031,2/29/2020,indianapolis,marion,IN,39.78666667,-86.14033333,24.1,1020.9,29,58.9,-5.1,0,5.6,2.8,2.3,0,14,6.4,29,2,2020
21032,2/29/2020,jackson,hinds,MS,32.31821429,-90.19857143,25.6,1005.6,33,65,11.7,0,0,2.7,3.2,0,0,6.5,29,2,2020
21033,2/29/2020,jacksonville,duval,FL,30.31615385,-81.64423077,15.5,1022.7,35,57.5,10.8,0,3.7,1.7,4.2,0.6,14,3.8,29,2,2020
21034,2/29/2020,las vegas,clark,NV,36.13558442,-115.191039,8.6,1015.7,37,33.4,12.6,0,12.2,2,0.1,0.9,23,4.3,29,2,2020
21035,2/29/2020,little rock,pulaski,AR,34.73,-92.35416667,17.6,1024.7,36,45.5,11.5,0,0,2.2,0,0,0,6.1,29,2,2020
21036,2/29/2020,los angeles,los angeles,CA,34.03708333,-118.2884375,23.3,1017,42,77,14.8,11,7.5,1.8,2.8,0,24,3,29,2,2020
21037,2/29/2020,madison,dane,WI,43.07088235,-89.38882353,29.6,1019.3,23,62.8,-2.3,-15.3,0,1.8,0,0.3,11,3.6,29,2,2020
21038,2/29/2020,manhattan,riley,KS,39.2125,-96.6125,24.8,1008.9,18,39.4,-1.4,0,7.5,2,1.2,0,0,7.7,29,2,2020
21039,2/29/2020,memphis,shelby,TN,35.11030769,-89.97984615,23.3,1022,26,66.1,7.3,0,0,1,0,0,0,2.5,29,2,2020
21040,2/29/2020,miami,miami-dade,FL,25.76768421,-80.26421053,15.5,1024.7,39,59.8,14.6,0,0,2.8,1.4,0.7,18,6.1,29,2,2020
21041,2/29/2020,milwaukee,milwaukee,WI,43.05333333,-87.96404762,25.3,1019.4,22,54.1,-2.9,0,9.3,2.5,3.3,0.2,9,4.5,29,2,2020
21042,2/29/2020,nashville,davidson,TN,36.15636364,-86.78636364,25.6,1001.6,28,54,4.8,0,0,3.2,0,0,0,8.6,29,2,2020
21043,2/29/2020,oakland,alameda,CA,37.7862963,-122.2255556,28.9,1016.6,34,73.3,11,0,4.7,6.7,3.3,0,0,9.9,29,2,2020
21044,2/29/2020,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,37.6,1019.1,30,36.1,16.3,-1.6,17.6,8.9,10,0,23,14.9,29,2,2020
21045,2/29/2020,omaha,douglas,NE,41.26652174,-96.02347826,21.6,1014.2,42,50.4,9.4,0,0,3,2.4,0,24,7.8,29,2,2020
21046,2/29/2020,philadelphia,philadelphia,PA,39.97674419,-75.15337209,28.1,1013.5,32,53.7,-0.6,-11,2.8,3.5,1.2,0,0,8.5,29,2,2020
21047,2/29/2020,phoenix,maricopa,AZ,33.50259259,-112.0709877,15.2,1016,33,32.2,17.6,0,10.6,1,5.6,0.1,19,3,29,2,2020
21048,2/29/2020,portland,multnomah,OR,45.51754386,-122.6487719,16,1018.7,12,89,5.5,2,6.5,4.4,1.6,0.1,0,5.1,29,2,2020
21049,2/29/2020,providence,providence,RI,41.8225,-71.41583333,0,1008.6,13,49.5,-1.5,0,9.3,0.6,4.3,0,0,4.2,29,2,2020
21050,2/29/2020,raleigh,wake,NC,35.82159091,-78.65045455,30.4,1017.5,21,51,4,-3,4.7,3,2.3,0,9,4.5,29,2,2020
21051,2/29/2020,richmond,richmo,VA,37.54903226,-77.46258065,0,1016.8,0,43.6,2.5,0,1.3,2.9,0.1,0.2,0,9,29,2,2020
21052,2/29/2020,sacramento,sacramento,CA,38.56990196,-121.4671569,27.2,1016,21,65.1,12.5,0,1.9,5,0,0,0,10,29,2,2020
21053,2/29/2020,saint paul,ramsey,MN,44.97105263,-93.10394737,17.6,1016.4,50,84.5,0,-5,7.5,5,2.9,0,17,9.8,29,2,2020
21054,2/29/2020,salem,marion,OR,44.93461538,-122.9984615,0,1020.5,10,94,5.4,0,0,2,0,0,0,5.3,29,2,2020
21055,2/29/2020,salt lake city,salt lake,UT,40.72436364,-111.8878182,21.6,1011.8,10,28,7.7,0,13,1.6,0.3,0,0,8,29,2,2020
21056,2/29/2020,san francisco,san francisco,CA,37.77015385,-122.4183077,31.2,1017.4,34,70.9,10.5,0,2.8,5.3,2.5,1.5,0,12.6,29,2,2020
21057,2/29/2020,san jose,santa clara,CA,37.30894737,-121.8722807,31.2,1017,34,70,10.7,0,5.6,3.3,2.6,0,19,6.8,29,2,2020
21058,2/29/2020,seattle,king,WA,47.59079365,-122.3257143,28.9,1017.1,14,85.3,5.9,0,5.6,2.7,2.1,0,0,6.7,29,2,2020
21059,2/29/2020,springfield,sangamon,IL,39.78315789,-89.64184211,26.4,1019.5,26,60.2,1.1,-5,0,2.1,0,0,0,5.2,29,2,2020
21060,2/29/2020,staten island,richmond,NY,40.58857143,-74.15,27.2,1010.4,18,45.9,-1.4,-13,6.5,5,2.4,0,0,13,29,2,2020
21061,2/29/2020,tallahassee,leon,FL,30.456,-84.2625,15.5,1024,48,46.4,11.1,0,0,2.2,1.1,0.2,0,5.3,29,2,2020
21062,2/29/2020,tucson,pima,AZ,32.21703704,-110.9498148,20.8,1016,17,29.4,17.4,0,9,1,2.3,0.2,16,3.8,29,2,2020
21063,3/1/2020,albuquerque,bernalillo,NM,35.1072093,-106.6172093,25.6,1026.5,13,58,0.1,0,5.6,1.6,1.9,1.5,10,3.6,1,3,2020
21064,3/1/2020,atlanta,fulton,GA,33.7601087,-84.40282609,2.4,1011,37,95,12.3,0,15,2,4,0,13,3.5,1,3,2020
21065,3/1/2020,austin,travis,TX,30.28333333,-97.75064103,19.2,1014.1,14,63.7,10.9,0,0,1.4,0,0,0,4.8,1,3,2020
21066,3/1/2020,baltimore,baltimo,MD,39.30583333,-76.61041667,2.4,1010,34,91.7,7.9,0,21.3,1,0,0,19,2,1,3,2020
21067,3/1/2020,boise,ada,ID,43.60454545,-116.2024242,8.8,1022.7,30,78.7,3.1,0,13,1,5.6,1.5,21,1.4,1,3,2020
21068,3/1/2020,boston,suffolk,MA,42.35128205,-71.06205128,8.8,1007.8,38,71,6.6,0,16.7,2.6,4.3,1.5,0,5.9,1,3,2020
21069,3/1/2020,brooklyn,kings,NY,40.65326923,-73.95653846,3.2,1010.2,60,87.2,8.8,0,30.8,1.4,6,0,0,3.3,1,3,2020
21070,3/1/2020,charlotte,mecklenburg,NC,35.19635135,-80.82810811,8.8,1011.1,37,95,11.3,9.6,0,0.8,0.3,0,0,1.9,1,3,2020
21071,3/1/2020,chicago,cook,IL,41.85885057,-87.67643678,19.2,1007.4,45,80,2.6,-1,10.2,2.3,3.5,0,11,4.2,1,3,2020
21072,3/1/2020,columbia,richland,SC,34.01181818,-81.01333333,0,1012.1,0,89.2,18.6,0,0,1.3,0,0,0,8,1,3,2020
21073,3/1/2020,columbus,franklin,OH,39.98804348,-82.97978261,0,1006.6,16,97,8.8,0,12.1,0.5,1.2,0,0,0.8,1,3,2020
21074,3/1/2020,dallas,dallas,TX,32.79677966,-96.78355932,13.6,1013.2,25,72.6,10,5.6,0,4.6,0,0,0,9.4,1,3,2020
21075,3/1/2020,denver,denver,CO,39.74446429,-104.9119643,11,1016.9,21,41.5,1.6,0,9.2,4.5,2.8,0.6,15,3,1,3,2020
21076,3/1/2020,detroit,wayne,MI,42.37173913,-83.10043478,11.2,1008.9,44,85,7.2,0,0,4,0,0,14,3,1,3,2020
21077,3/1/2020,el paso,el paso,TX,31.83372263,-106.4245985,18.4,1024.7,21,60,3.7,0,6.5,2,0,0,9,3.1,1,3,2020
21078,3/1/2020,fort worth,tarrant,TX,32.75272727,-97.33181818,15.2,1014.5,25,66.9,8.8,0,0,2.6,0,0,0,9,1,3,2020
21079,3/1/2020,fresno,fresno,CA,36.75683333,-119.7833333,5.6,1023.9,77,87,9.3,7,14.9,1.5,6.6,0,35,2.7,1,3,2020
21080,3/1/2020,hartford,hartford,CT,41.76194444,-72.68055556,2.5,1007.3,50,73.4,6.9,0,11.9,0,5.7,0,19,0,1,3,2020
21081,3/1/2020,honolulu,honolulu,HI,21.30465116,-157.8434884,28.1,1020.6,17,88,22,20,0,2,3.4,0,10,8.5,1,3,2020
21082,3/1/2020,houston,harris,TX,29.76687831,-95.39687831,8,1011.8,33,80.8,14.2,9.3,0,1.8,0,0,0,5.9,1,3,2020
21083,3/1/2020,indianapolis,marion,IN,39.78666667,-86.14033333,10.4,1006.9,53,94.2,6.6,0,9.3,1.9,2.8,0,19,4,1,3,2020
21084,3/1/2020,jackson,hinds,MS,32.31821429,-90.19857143,23.3,1008.9,15,99,15,15,3.1,1,1.6,1.5,0,2.9,1,3,2020
21085,3/1/2020,jacksonville,duval,FL,30.31615385,-81.64423077,11,1014.6,40,84.4,22.4,0,4.2,1.5,4.3,0.6,16,3.5,1,3,2020
21086,3/1/2020,las vegas,clark,NV,36.13558442,-115.191039,5.3,1017.7,34,49.3,8.8,0,15,0.7,0.1,1,19,3,1,3,2020
21087,3/1/2020,little rock,pulaski,AR,34.73,-92.35416667,13.6,1010.8,28,81.5,12.7,0,0,2.2,0,0,0,5.2,1,3,2020
21088,3/1/2020,los angeles,los angeles,CA,34.03708333,-118.2884375,4.8,1022.8,63,70.1,13.3,0,31.5,1.3,7.4,1.5,30,1.2,1,3,2020
21089,3/1/2020,madison,dane,WI,43.07088235,-89.38882353,0,1009.7,40,78,0.5,-3,0,2.2,0,0.3,17,1.7,1,3,2020
21090,3/1/2020,manhattan,riley,KS,39.2125,-96.6125,0.8,1007.5,60,89.8,7.7,0,23.2,0.3,5.6,0,0,1.4,1,3,2020
21091,3/1/2020,memphis,shelby,TN,35.11030769,-89.97984615,16.8,1007.4,18,98,13.8,0,0,0.6,0,0,0,3.6,1,3,2020
21092,3/1/2020,miami,miami-dade,FL,25.76768421,-80.26421053,9.4,1018.3,25,83,24.4,0,0,2.8,1.3,0.6,16,8,1,3,2020
21093,3/1/2020,milwaukee,milwaukee,WI,43.05333333,-87.96404762,21.2,1009.2,33,77.5,1.4,0,9.9,1.5,3.5,0.3,11,3.5,1,3,2020
21094,3/1/2020,nashville,davidson,TN,36.15636364,-86.78636364,0.8,1004.7,17,87,13.3,0,0,1.7,0,0,0,4.6,1,3,2020
21095,3/1/2020,oakland,alameda,CA,37.7862963,-122.2255556,4,1021.5,61,82.8,9.3,0,18.6,2,7.4,1.5,0,3,1,3,2020
21096,3/1/2020,oklahoma city,oklahoma,OK,35.47391892,-97.51662162,16,1015.7,19,77.2,6.8,1,2.8,5.6,4.5,0,10,9,1,3,2020
21097,3/1/2020,omaha,douglas,NE,41.26652174,-96.02347826,19.2,1011.4,38,78,-0.5,0,0,3.4,2.6,0,9,11.8,1,3,2020
21098,3/1/2020,philadelphia,philadelphia,PA,39.97674419,-75.15337209,6.4,1010.3,50,93,8,7,14.9,0.7,3.4,1.5,0,3.5,1,3,2020
21099,3/1/2020,phoenix,maricopa,AZ,33.50259259,-112.0709877,7.3,1024.1,52,58.6,8.8,0,21.3,0.9,6.7,0.1,22,2.2,1,3,2020
21100,3/1/2020,portland,multnomah,OR,45.51754386,-122.6487719,2.4,1015.9,16,60.9,10.6,6,8.7,3.2,1.2,0.5,0,4,1,3,2020
21101,3/1/2020,providence,providence,RI,41.8225,-71.41583333,15.2,1008.9,42,84.2,7.5,0,22.3,2.7,4.6,1.5,0,1.2,1,3,2020
21102,3/1/2020,raleigh,wake,NC,35.82159091,-78.65045455,8,1012.2,38,93.4,12.7,15,10.2,0.7,4,0,12,1.6,1,3,2020
21103,3/1/2020,richmond,richmo,VA,37.54903226,-77.46258065,0,1012.5,0,91.7,12.8,0,1.4,1.3,0.1,0.1,0,3.9,1,3,2020
21104,3/1/2020,sacramento,sacramento,CA,38.56990196,-121.4671569,8.8,1023.4,65,90.2,7.3,0,2.8,0.9,0,0,0,3.9,1,3,2020
21105,3/1/2020,saint paul,ramsey,MN,44.97105263,-93.10394737,21.6,1010.6,38,86.4,-0.2,-3,8.4,2.2,3,1.5,7,4.2,1,3,2020
21106,3/1/2020,salem,marion,OR,44.93461538,-122.9984615,0,1016.6,14,74.2,9.2,0,0,2.3,0,0,0,7,1,3,2020
21107,3/1/2020,salt lake city,salt lake,UT,40.72436364,-111.8878182,12.1,1025.3,21,62,3.5,0,25.1,0.9,3,0,0,3.6,1,3,2020
21108,3/1/2020,san antonio,bexar,TX,29.46241379,-98.51022989,16.8,1015.1,25,54.8,10.9,0,0,2.3,0,0,0,6.2,1,3,2020
21109,3/1/2020,san diego,san diego,CA,32.77814815,-117.1317284,6.4,0,56,0,0,0,0,0,0,0,0,0,1,3,2020
21110,3/1/2020,san francisco,san francisco,CA,37.77015385,-122.4183077,6.4,1023.5,55,77,10.8,0,14.9,1.6,6.3,1.5,0,3.7,1,3,2020
