,0
o3,30.793384939479797
pressure,197.65795118797493
pm25,16.846392142107565
humidity,24.085010405000368
temperature,9.694311290241028
dew,8.29511731737251
no2,5.6027498234724655
wind-speed,2.4982122229911496
co,20.162260978805048
so2,0.9651653901466863
pm10,11.303817958199518
wind-gust,3.1779299939342023
